CustomerID,Gender,Age,Annual Income (₦),Spending Score (1–100),Marital Status,Profession,Membership Duration (Years),Mall Branch,City Type,Frequency of Visits/Month,Average Transaction Value (₦),Loyalty Card Holder (Yes/No),Preferred Payment Method
17827,Female,63.0,4382859.0,27,Widowed,Banker,1.5,A,Rural,30,62751,No,Cash
17828,Female,61.0,2035308.0,100,Divorced,Banker,2.1,A,Urban,7,72244,No,POS
17829,Female,46.0,-333607.0,91,Single,Doctor,2.0,C,Urban,1,38801,No,Cash
17830,Female,21.0,4214277.0,54,Single,Business Owner,6.3,B,Urban,28,73902,Yes,Transfer
17831,Male,24.0,1840315.0,2,Widowed,Banker,4.2,B,Rural,17,59019,Yes,Cash
17832,Male,60.0,2500150.0,87,Married,Teacher,8.7,C,Rural,6,45507,Yes,Transfer
17833,Male,37.0,2418821.0,9,Divorced,Banker,5.1,B,Urban,2,63127,No,Cash
17834,Male,51.0,-120315.0,72,Divorced,Unemployed,8.5,A,Urban,21,80046,Yes,Transfer
17835,Female,53.0,1233789.0,64,Married,Business Owner,2.8,B,Suburban,7,87758,Yes,POS
17836,Female,24.0,4285312.0,65,Married,Doctor,9.3,A,Urban,5,53715,No,Transfer
17837,Male,50.0,2945127.0,21,Married,Engineer,6.5,B,Rural,11,72221,No,Transfer
17838,Male,32.0,4434528.0,26,Widowed,Unemployed,5.3,A,Rural,13,82060,No,POS
17839,Male,69.0,5426239.0,15,Married,Teacher,6.3,A,Suburban,16,51175,No,Transfer
17840,Female,49.0,550906.0,43,Divorced,Student,9.2,A,Urban,13,60352,No,Transfer
17841,Female,39.0,2503084.0,89,Married,Student,3.8,C,Rural,17,15306,No,Transfer
17842,Male,57.0,2834249.0,39,Single,Engineer,2.8,C,Urban,8,35472,No,POS
17843,Male,46.0,5269837.0,16,Widowed,Engineer,2.8,B,Suburban,3,50545,Yes,POS
17844,Male,42.0,1379649.0,35,Married,Unemployed,9.7,B,Urban,27,19053,Yes,Cash
17845,Male,22.0,3492471.0,23,Married,Business Owner,3.7,B,Rural,17,38739,Yes,Transfer
17846,Male,31.0,4927098.0,12,Widowed,Engineer,8.9,A,Rural,28,75608,Yes,Cash
17847,Female,67.0,4335484.0,56,Married,Business Owner,1.8,A,Urban,12,49808,No,Bank App
17848,Male,52.0,3767019.0,52,Single,Doctor,4.6,B,Urban,23,76437,No,Transfer
17849,Female,19.0,1924621.0,19,Divorced,Unemployed,6.4,A,Urban,20,62403,No,Cash
17850,Male,42.0,4631603.0,98,Single,Student,9.7,A,Suburban,14,22227,Yes,Bank App
17851,Male,33.0,590645.0,62,Single,Student,6.9,A,Suburban,1,34443,No,Cash
17852,Female,63.0,3752301.0,8,Divorced,Unemployed,0.5,C,Suburban,5,50294,No,Cash
17853,Male,33.0,401814.0,87,Single,Student,7.7,B,Rural,10,59187,No,Transfer
17854,Female,28.0,5680175.0,11,Divorced,Teacher,6.7,B,Urban,23,56532,No,Transfer
17855,Female,66.0,1278274.0,43,Married,Lawyer,2.3,C,Suburban,20,43688,No,Transfer
17856,Male,52.0,2307901.0,98,Widowed,Engineer,6.4,B,Urban,29,44453,Yes,Bank App
17857,,40.0,5499493.0,69,Divorced,Teacher,9.3,A,Suburban,20,60842,Yes,POS
17858,Female,22.0,3673094.0,37,Single,,0.5,A,Suburban,16,20901,No,Cash
17859,Female,52.0,1910423.0,25,Married,Unemployed,9.8,B,Rural,15,30893,No,Cash
17860,Male,46.0,3180291.0,88,Single,Unemployed,3.3,B,Suburban,18,58942,No,Transfer
17861,Female,64.0,3438291.0,24,Married,Engineer,6.3,A,Suburban,7,39103,Yes,Bank App
17862,Male,22.0,3634290.0,34,Single,Lawyer,3.1,A,Rural,8,57415,Yes,Bank App
17863,Female,20.0,2684467.0,82,Married,Student,7.4,B,Rural,7,52712,No,Transfer
17864,Male,23.0,2516772.0,12,Married,Banker,5.4,B,Urban,21,11608,No,Cash
17865,Female,40.0,4031272.0,42,Single,Banker,3.0,A,Rural,28,34233,No,Cash
17866,Female,63.0,2620386.0,79,Single,Unemployed,5.3,C,Urban,1,68189,No,Cash
17867,Male,19.0,1389170.0,12,Married,Lawyer,3.8,C,Rural,14,36242,Yes,Cash
17868,Female,35.0,2526614.0,29,Single,Engineer,2.9,A,Rural,20,77095,No,Transfer
17869,Female,47.0,2970167.0,93,Single,Teacher,6.1,A,Urban,11,31002,Yes,Bank App
17870,Female,55.0,3518687.0,20,Married,Engineer,6.6,A,Rural,1,84942,No,Transfer
17871,Female,22.0,3293829.0,79,Widowed,Lawyer,1.8,C,Suburban,17,43191,Yes,Bank App
17872,Female,63.0,1019861.0,3,Divorced,Business Owner,9.3,C,Suburban,15,65125,No,Transfer
17873,Female,66.0,3747689.0,80,Married,Lawyer,0.6,C,Rural,18,64092,Yes,Cash
17874,Female,28.0,2687355.0,61,Divorced,Engineer,3.1,C,Rural,13,81362,Yes,POS
17875,Male,18.0,2156925.0,83,Widowed,Student,3.8,B,Rural,18,54402,No,POS
17876,Female,27.0,4403428.0,71,Single,Unemployed,1.1,C,Urban,1,63561,Yes,Cash
17877,Female,58.0,1915351.0,100,Divorced,Engineer,1.4,A,Urban,2,41043,No,POS
17878,Male,69.0,5677488.0,22,Single,Business Owner,8.6,C,Suburban,21,46072,Yes,POS
17879,Female,61.0,5531441.0,79,Married,Engineer,3.9,A,Rural,1,38698,No,POS
17880,Female,43.0,4512331.0,73,Married,Lawyer,4.0,A,Rural,12,40520,Yes,Bank App
17881,Male,,1990920.0,17,Widowed,Doctor,7.0,C,Urban,30,-6346,Yes,POS
17882,Female,44.0,3860120.0,97,Married,Lawyer,7.4,A,Suburban,6,46596,No,Transfer
17883,Female,67.0,3403023.0,2,Single,Lawyer,7.2,A,Urban,2,49903,Yes,Transfer
17884,Male,29.0,1917756.0,7,Single,Lawyer,5.0,C,Urban,25,18880,Yes,POS
17885,Male,19.0,4603961.0,95,Widowed,Banker,7.2,B,Suburban,22,69276,Yes,POS
17886,Female,18.0,2999547.0,14,Single,Banker,9.3,C,Rural,1,34333,Yes,Cash
17887,Female,18.0,-677669.0,4,Married,Banker,1.8,B,Suburban,12,50925,Yes,Cash
17888,Male,50.0,5217182.0,45,Single,Business Owner,6.0,C,Urban,16,65565,No,Transfer
17889,Female,,5264231.0,63,Widowed,Lawyer,8.8,B,Suburban,19,41980,No,Cash
17890,Male,29.0,2903982.0,10,Divorced,Business Owner,9.7,A,Urban,2,52467,No,Bank App
17891,Male,56.0,3930609.0,45,Married,Student,1.3,B,Urban,13,50510,Yes,Cash
17892,Male,53.0,3517341.0,86,Widowed,Business Owner,9.5,B,Rural,7,54832,No,Transfer
17893,Female,38.0,,88,Single,Teacher,7.4,A,Urban,28,52613,No,Bank App
17894,Male,37.0,7004053.0,44,Single,Unemployed,7.4,C,Rural,15,47555,No,Bank App
17895,Male,53.0,2074092.0,55,Widowed,Engineer,1.9,B,Suburban,20,31152,Yes,Bank App
17896,Male,43.0,3076940.0,18,Divorced,Engineer,6.0,C,Suburban,19,74961,Yes,Cash
17897,Female,64.0,1322525.0,11,Widowed,Doctor,3.9,B,Rural,14,52529,Yes,POS
17898,,48.0,4284702.0,54,Married,Student,6.1,A,Urban,28,42178,No,Cash
17899,Female,18.0,4038335.0,1,Widowed,Business Owner,7.5,C,Rural,18,21579,Yes,Bank App
17900,Male,55.0,4291839.0,53,Widowed,Business Owner,2.2,B,Urban,5,70584,Yes,Transfer
17901,Female,31.0,1169639.0,96,Divorced,Business Owner,2.0,B,Rural,4,29058,Yes,Bank App
17902,Female,43.0,3414018.0,80,Single,Doctor,3.9,C,Rural,22,59154,No,Bank App
17903,Male,63.0,3590714.0,78,Single,Engineer,6.6,C,Suburban,14,45861,No,Transfer
17904,Male,59.0,1025633.0,33,Divorced,Business Owner,6.9,A,Suburban,25,63053,Yes,Cash
17905,Female,24.0,3585484.0,7,Married,Doctor,6.3,A,Urban,9,81312,Yes,POS
17906,Female,29.0,2029528.0,83,Widowed,Banker,8.6,C,Urban,4,30158,Yes,Transfer
17907,Male,41.0,2552605.0,25,Widowed,Lawyer,7.5,A,Rural,6,27595,Yes,Transfer
17908,Female,36.0,3866464.0,69,Single,Unemployed,5.3,B,Suburban,29,57972,No,POS
17909,Male,26.0,3298081.0,49,Divorced,Banker,5.1,A,Rural,3,74104,Yes,POS
17910,Male,52.0,1885394.0,74,Married,Lawyer,8.1,C,Suburban,11,43766,Yes,POS
17911,Female,21.0,1298329.0,4,Single,Unemployed,8.9,B,Urban,1,49680,No,Bank App
17912,Female,62.0,2753624.0,24,Divorced,Engineer,8.6,A,Urban,8,22068,Yes,POS
17913,Female,59.0,3336349.0,46,Divorced,Doctor,5.2,B,Urban,26,70471,Yes,POS
17914,Female,49.0,,70,Married,,6.0,A,Rural,7,51308,Yes,POS
17915,Male,63.0,2810692.0,12,Widowed,Student,8.0,A,Suburban,21,69881,No,Transfer
17916,Female,23.0,2654412.0,62,Single,Student,6.0,C,Urban,23,55851,No,Transfer
17917,Female,45.0,5154325.0,84,Married,Engineer,2.6,B,Rural,28,46677,No,Transfer
17918,Female,45.0,3283567.0,90,Widowed,Teacher,8.9,A,Urban,6,70347,Yes,Transfer
17919,Male,57.0,3303889.0,76,Married,Teacher,5.2,B,Rural,24,53482,No,Cash
17920,Female,68.0,,62,Widowed,Doctor,9.8,C,Rural,11,23762,No,POS
17921,Female,46.0,2361029.0,97,Single,Engineer,5.8,C,Suburban,9,67264,No,Cash
17922,Male,59.0,5823605.0,62,Single,Banker,4.2,B,Suburban,7,77884,No,POS
17923,Male,22.0,3844806.0,76,Married,Banker,2.5,C,Urban,18,35462,Yes,Bank App
17924,Male,22.0,4165746.0,58,Married,Engineer,3.8,B,Suburban,7,48355,Yes,Bank App
17925,Male,54.0,1798565.0,38,Widowed,Lawyer,2.6,C,Rural,11,90187,No,Bank App
17926,Male,58.0,4483342.0,68,Widowed,Lawyer,9.3,A,Urban,10,43384,No,Transfer
17927,Female,45.0,1496225.0,17,Single,Unemployed,6.2,A,Suburban,5,29037,Yes,POS
17928,Male,58.0,3500367.0,10,Divorced,Student,8.3,B,Suburban,30,38177,Yes,Transfer
17929,Male,64.0,3165307.0,83,Divorced,Student,2.5,A,Rural,2,44243,No,Transfer
17930,Male,26.0,4983413.0,43,Widowed,Banker,1.1,B,Urban,22,72839,No,Bank App
17931,Male,46.0,2254408.0,33,Widowed,Engineer,4.5,C,Urban,2,41415,No,Transfer
17932,Male,31.0,3838622.0,37,Single,Banker,9.4,B,Rural,7,65580,No,Transfer
17933,Male,55.0,3588833.0,28,Divorced,Unemployed,1.6,B,Rural,7,57156,No,POS
17934,Male,69.0,1848130.0,46,Divorced,Lawyer,8.0,C,Rural,17,51271,No,Cash
17935,Male,57.0,3805271.0,2,Married,Banker,1.1,B,Suburban,7,50340,No,Transfer
17936,Female,51.0,2775100.0,46,Married,Lawyer,2.1,A,Suburban,18,4879,Yes,Transfer
17937,Female,54.0,,38,Married,Engineer,7.4,A,Suburban,6,60047,Yes,POS
17938,Female,66.0,2447314.0,38,Widowed,Banker,2.5,B,Urban,8,73185,Yes,POS
17939,Male,59.0,3090421.0,21,Divorced,Student,0.7,A,Rural,6,38138,Yes,Transfer
17940,Male,31.0,3063333.0,23,Married,Lawyer,2.6,B,Rural,8,73762,Yes,POS
17941,Male,35.0,3794569.0,33,Widowed,Teacher,7.5,B,Urban,13,41770,Yes,Bank App
17942,Female,50.0,3481942.0,90,Divorced,Doctor,5.6,B,Rural,9,48482,No,Cash
17943,Male,51.0,4320060.0,43,Divorced,,5.7,A,Rural,2,55029,No,Transfer
17944,Male,45.0,4238762.0,94,Married,Banker,4.4,A,Suburban,17,77445,No,Transfer
17945,Male,53.0,5250627.0,68,Single,Business Owner,1.9,C,Urban,30,11758,Yes,Transfer
17946,Female,62.0,4028879.0,70,Divorced,Student,2.5,A,Rural,18,63775,No,POS
17947,,65.0,3215824.0,98,Divorced,Business Owner,2.3,C,Urban,12,56291,Yes,Cash
17948,Male,54.0,4699037.0,64,Single,Teacher,7.2,A,Suburban,19,61870,Yes,POS
17949,Female,40.0,3188767.0,84,Married,,8.5,C,Urban,25,47805,Yes,Transfer
17950,Male,59.0,3434727.0,64,Divorced,Unemployed,2.8,C,Urban,19,43740,Yes,Cash
17951,Male,34.0,-781927.0,37,Single,Engineer,2.1,B,Rural,28,91488,No,Transfer
17952,,28.0,1649857.0,79,Single,Doctor,2.9,B,Rural,25,37636,Yes,Cash
17953,Female,49.0,4049365.0,23,Single,Unemployed,9.4,B,Rural,3,50437,Yes,POS
17954,Female,54.0,5012094.0,73,Married,Lawyer,2.5,C,Suburban,23,91087,Yes,POS
17955,Female,32.0,3807742.0,34,Single,Teacher,7.1,B,Urban,5,69184,No,Cash
17956,Male,21.0,3912544.0,34,Widowed,Business Owner,1.6,B,Suburban,19,16706,Yes,POS
17957,Male,56.0,4009142.0,27,Married,Lawyer,6.8,C,Urban,14,27016,No,POS
17958,Female,47.0,3054798.0,80,Single,Business Owner,2.8,B,Urban,16,69976,Yes,POS
17959,Female,27.0,1593437.0,4,Widowed,Business Owner,8.5,B,Suburban,24,51706,No,POS
17960,Male,40.0,3960356.0,92,Divorced,Business Owner,0.7,A,Rural,4,101324,Yes,Bank App
17961,Male,41.0,1143154.0,81,Divorced,Teacher,5.3,A,Suburban,4,53997,Yes,Bank App
17962,Male,53.0,3737833.0,76,Single,Unemployed,6.8,A,Rural,7,65375,Yes,Bank App
17963,Male,69.0,5129794.0,69,Divorced,Engineer,7.6,B,Rural,21,57992,No,POS
17964,Female,22.0,3432293.0,99,Married,,9.1,C,Suburban,1,75859,Yes,Cash
17965,Female,54.0,3788107.0,100,Single,Unemployed,6.4,B,Rural,19,93371,No,Cash
17966,Female,60.0,4632936.0,94,Divorced,Lawyer,1.7,B,Suburban,23,56503,No,Transfer
17967,Male,36.0,2780392.0,63,Single,Lawyer,7.4,B,Urban,7,81675,No,POS
17968,Male,54.0,5240865.0,78,Divorced,,5.5,C,Rural,23,65360,Yes,Bank App
17969,Female,25.0,4535523.0,14,Married,Doctor,1.4,A,Urban,12,56144,No,Transfer
17970,Female,24.0,3204904.0,66,Single,Engineer,1.8,C,Rural,20,51547,Yes,Bank App
17971,Female,57.0,-295238.0,28,Widowed,Teacher,8.4,A,Rural,30,25308,Yes,Cash
17972,Male,30.0,2847046.0,21,Divorced,Student,5.9,C,Rural,15,86309,No,Cash
17973,Female,54.0,2830205.0,79,Widowed,Unemployed,2.0,B,Rural,7,52719,No,POS
17974,,44.0,3486612.0,87,Single,Unemployed,8.0,C,Rural,4,30596,No,Transfer
17975,Female,35.0,5189602.0,10,Divorced,Business Owner,6.1,B,Urban,15,39689,No,Cash
17976,Female,41.0,4530330.0,26,Single,Lawyer,2.1,B,Rural,1,28449,Yes,Transfer
17977,Female,58.0,3339087.0,35,Married,Unemployed,4.8,C,Suburban,3,62067,No,Bank App
17978,Male,19.0,2618837.0,34,Married,Engineer,9.3,C,Rural,30,80255,Yes,POS
17979,Male,33.0,252875.0,2,Divorced,Doctor,7.6,C,Urban,26,37533,No,Transfer
17980,,31.0,4151285.0,95,Married,Unemployed,4.2,B,Urban,6,27955,Yes,POS
17981,Male,34.0,3547246.0,43,Widowed,Doctor,0.6,B,Suburban,23,7055,Yes,Bank App
17982,Male,23.0,4534306.0,44,Married,Student,2.6,B,Suburban,9,28349,No,Transfer
17983,Male,52.0,3566982.0,44,Married,Lawyer,2.2,A,Rural,14,26751,Yes,Transfer
17984,Female,34.0,2160136.0,43,Single,Lawyer,4.1,A,Suburban,26,87262,Yes,POS
17985,Male,62.0,3761437.0,52,Single,Teacher,8.9,B,Urban,28,19932,No,Cash
17986,Female,55.0,3523634.0,5,Divorced,Student,2.2,B,Urban,11,60396,No,Cash
17987,Male,57.0,4518464.0,19,Married,Business Owner,1.0,B,Urban,22,57899,Yes,Bank App
17988,Female,23.0,2622348.0,30,Widowed,Unemployed,1.7,B,Urban,5,48228,Yes,Transfer
17989,Female,65.0,2106916.0,49,Widowed,Doctor,4.7,C,Rural,14,41943,No,Transfer
17990,Male,55.0,,63,Married,Doctor,1.1,A,Suburban,7,86128,No,Bank App
17991,Female,66.0,2969953.0,81,Divorced,Unemployed,5.8,C,Urban,3,57651,Yes,POS
17992,Male,38.0,2239707.0,29,Divorced,Student,3.1,C,Rural,21,22358,No,Cash
17993,Male,52.0,2217104.0,76,Widowed,Banker,4.1,A,Rural,15,43477,No,Bank App
17994,Male,40.0,4932966.0,72,Widowed,Student,2.0,A,Suburban,19,47668,Yes,POS
17995,Male,29.0,2960201.0,79,Single,Doctor,7.6,B,Rural,3,36547,Yes,POS
17996,Female,46.0,4777426.0,53,Married,Student,4.1,B,Urban,18,51069,No,Cash
17997,Male,44.0,6279423.0,98,Married,Student,1.6,B,Suburban,13,66715,No,Cash
17998,Female,23.0,2773089.0,28,Married,Lawyer,3.9,C,Suburban,13,53445,Yes,Transfer
17999,Female,38.0,2049735.0,85,Widowed,Student,9.8,B,Rural,29,63570,No,Cash
18000,Female,24.0,1590043.0,53,Widowed,Doctor,7.3,C,Suburban,3,61359,Yes,Bank App
18001,Male,60.0,4742885.0,17,Widowed,Engineer,8.8,A,Rural,26,65624,No,Transfer
18002,Female,58.0,2923101.0,82,Single,Doctor,9.0,A,Urban,22,80317,No,POS
18003,Male,33.0,3281924.0,24,Widowed,Business Owner,5.7,A,Urban,15,34686,No,Bank App
18004,Female,22.0,2599703.0,88,Single,Unemployed,5.8,C,Urban,26,16302,No,Bank App
18005,Male,32.0,2982830.0,76,Single,Business Owner,9.1,B,Urban,3,63655,Yes,Bank App
18006,Male,38.0,7070158.0,65,Widowed,Lawyer,8.8,C,Rural,25,91048,Yes,Cash
18007,Male,21.0,2190064.0,36,Married,Banker,7.3,A,Rural,4,52683,Yes,Bank App
18008,Male,22.0,85265.0,32,Divorced,Banker,8.3,B,Suburban,27,28545,Yes,Transfer
18009,Female,24.0,3038769.0,69,Single,Banker,7.5,A,Urban,24,59163,Yes,Bank App
18010,Female,52.0,2332897.0,26,Married,Student,3.4,C,Suburban,9,17639,No,Transfer
18011,Male,53.0,4164656.0,56,Widowed,Doctor,1.6,C,Suburban,13,52708,No,POS
18012,Female,32.0,3130286.0,67,Single,Business Owner,7.3,C,Urban,27,12208,Yes,POS
18013,Male,45.0,4843197.0,33,Divorced,Teacher,9.1,A,Rural,20,37907,No,POS
18014,Male,19.0,74750.0,39,Widowed,Engineer,9.8,C,Suburban,2,94966,Yes,POS
18015,Female,22.0,3985774.0,84,Married,Doctor,1.0,A,Rural,20,24557,No,Cash
18016,Male,24.0,5185793.0,58,Single,Student,6.5,B,Urban,15,59427,Yes,Transfer
18017,Male,39.0,2533886.0,12,Widowed,Lawyer,6.4,C,Rural,12,62842,No,Transfer
18018,Male,66.0,2511670.0,84,Widowed,Engineer,4.0,A,Suburban,2,30021,No,POS
18019,Male,48.0,2458556.0,81,Widowed,Business Owner,5.7,B,Rural,7,82698,No,Cash
18020,Male,49.0,2306273.0,43,Married,Business Owner,4.8,C,Suburban,23,38987,Yes,Bank App
18021,Female,25.0,4772669.0,72,Widowed,Teacher,9.3,B,Urban,16,50815,No,Transfer
18022,Female,58.0,1730263.0,13,Divorced,Teacher,3.3,C,Urban,16,48811,No,Cash
18023,Female,59.0,4035429.0,73,Divorced,Banker,2.2,C,Urban,19,65248,Yes,Cash
18024,Male,28.0,831551.0,83,Divorced,Banker,6.9,C,Suburban,28,100519,No,Cash
18025,Male,18.0,1228663.0,90,Divorced,Student,3.2,A,Suburban,4,32282,No,POS
18026,Male,64.0,3270163.0,5,Married,Teacher,1.0,A,Urban,23,57338,Yes,Transfer
18027,Male,57.0,1490211.0,45,Single,Unemployed,8.1,B,Urban,7,74304,Yes,Bank App
18028,Male,36.0,,89,Widowed,Engineer,3.6,B,Urban,30,29337,No,Cash
18029,Male,61.0,4880615.0,5,Divorced,Business Owner,9.9,C,Urban,15,43175,No,POS
18030,Female,55.0,3807198.0,23,Married,Banker,3.5,B,Urban,26,67891,No,Transfer
18031,Male,59.0,3145023.0,35,Widowed,Teacher,5.8,C,Urban,7,37008,No,Transfer
18032,Female,54.0,4033980.0,96,Widowed,Unemployed,2.0,B,Urban,3,40097,Yes,Transfer
18033,Male,24.0,972053.0,54,Widowed,Student,5.6,A,Suburban,3,-7242,Yes,POS
18034,Female,56.0,1651656.0,49,Divorced,Business Owner,3.0,C,Suburban,21,34063,No,Bank App
18035,Male,42.0,,70,Divorced,Teacher,7.0,B,Rural,15,15393,No,Transfer
18036,Female,39.0,871936.0,78,Widowed,Lawyer,0.8,A,Urban,10,49519,Yes,Cash
18037,Female,44.0,924167.0,93,Widowed,Business Owner,7.1,B,Rural,17,7230,Yes,POS
18038,Male,58.0,2552572.0,37,Married,Unemployed,5.4,B,Suburban,19,41251,No,Transfer
18039,Male,64.0,3325680.0,22,Married,Unemployed,4.1,C,Urban,25,53177,No,Transfer
18040,Female,55.0,N/A,84,Widowed,Banker,1.1,C,Urban,13,46137,No,Cash
18041,Male,65.0,1680120.0,8,Married,Engineer,1.1,C,Urban,8,62821,Yes,Bank App
18042,Male,56.0,1753390.0,91,Divorced,Unemployed,8.0,B,Suburban,20,60952,Yes,Transfer
18043,Male,32.0,2676774.0,57,Divorced,Unemployed,7.5,B,Rural,4,19641,No,POS
18044,Female,,4162298.0,71,Widowed,Business Owner,4.9,C,Urban,3,49614,Yes,Transfer
18045,Male,25.0,5317546.0,60,Single,Business Owner,0.6,B,Rural,23,7546,No,Transfer
18046,Female,61.0,3143821.0,55,Divorced,Student,8.2,A,Rural,10,46305,No,POS
18047,Female,60.0,140262.0,34,Single,Student,6.8,C,Urban,24,33080,Yes,Bank App
18048,Male,23.0,4351577.0,41,Divorced,Lawyer,1.2,B,Rural,13,42947,Yes,POS
18049,Female,37.0,4027847.0,28,Single,Banker,3.1,B,Rural,24,43696,Yes,Cash
18050,Male,44.0,2201179.0,31,Single,Student,1.1,A,Suburban,5,59380,Yes,Bank App
18051,Male,62.0,2717710.0,21,Single,Doctor,8.8,C,Suburban,17,48860,No,Bank App
18052,Female,40.0,5188036.0,74,Married,Student,5.3,B,Rural,25,37429,No,Cash
18053,Female,65.0,5408148.0,51,Married,Business Owner,4.1,C,Suburban,13,8010,Yes,Bank App
18054,Female,57.0,1835422.0,36,Single,Business Owner,6.5,A,Rural,6,62779,No,POS
18055,Female,34.0,6355027.0,77,Widowed,Teacher,7.6,A,Suburban,13,23906,No,Bank App
18056,Female,30.0,3725945.0,26,Married,Banker,6.7,A,Suburban,12,17650,Yes,Bank App
18057,Male,21.0,6807965.0,98,Divorced,,8.4,B,Suburban,29,27651,No,Transfer
18058,Female,37.0,,19,Married,Engineer,6.1,B,Suburban,15,66983,Yes,POS
18059,Male,59.0,2236967.0,6,Married,Student,0.5,B,Suburban,12,46834,No,Cash
18060,Male,42.0,-220304.0,48,Divorced,Engineer,1.8,A,Rural,25,61757,Yes,Cash
18061,Female,39.0,2731573.0,15,Divorced,Business Owner,8.7,A,Urban,29,27794,No,Transfer
18062,Female,69.0,4266424.0,49,Single,Unemployed,1.7,B,Rural,3,44933,Yes,Cash
18063,Female,65.0,5783721.0,18,Married,Unemployed,6.4,B,Rural,26,87734,No,Cash
18064,Female,34.0,1947833.0,84,Widowed,Lawyer,2.5,C,Urban,12,43273,Yes,Transfer
18065,Female,57.0,3550869.0,65,Divorced,Doctor,9.6,A,Rural,21,28637,Yes,Cash
18066,Male,28.0,2565378.0,22,Divorced,Teacher,2.6,C,Rural,26,38775,Yes,Transfer
18067,Male,42.0,4087375.0,60,Married,Doctor,3.9,B,Urban,9,60066,No,Transfer
18068,Male,22.0,2817354.0,36,Widowed,Doctor,7.9,B,Urban,7,78355,Yes,Cash
18069,Female,38.0,2608184.0,82,Married,Lawyer,6.8,A,Rural,3,1677,Yes,POS
18070,Female,43.0,395327.0,10,Single,Banker,3.6,A,Urban,8,45382,No,Transfer
18071,Male,33.0,3445117.0,20,Widowed,Student,7.1,C,Urban,7,37534,No,Cash
18072,Female,57.0,5213866.0,70,Married,Business Owner,9.8,C,Urban,16,43033,Yes,Bank App
18073,Female,38.0,1115271.0,61,Divorced,Doctor,1.9,C,Rural,21,31783,No,Transfer
18074,Female,65.0,4385767.0,59,Married,Teacher,2.8,A,Rural,15,31112,No,Bank App
18075,Male,49.0,3137517.0,22,Single,Engineer,4.8,B,Urban,5,25367,Yes,Transfer
18076,Female,21.0,-98437.0,68,Widowed,Banker,3.5,A,Suburban,30,32223,Yes,Transfer
18077,Male,55.0,2498295.0,4,Widowed,Business Owner,3.5,B,Urban,25,45707,No,Bank App
18078,Female,25.0,2600563.0,83,Married,Business Owner,4.6,A,Rural,23,46500,No,Bank App
18079,Female,26.0,3668796.0,29,Married,Lawyer,8.0,A,Suburban,25,59830,No,POS
18080,Male,62.0,3836565.0,58,Widowed,Lawyer,3.9,B,Rural,14,52902,No,POS
18081,Female,34.0,3209482.0,58,Married,Doctor,2.9,A,Suburban,30,51897,No,Cash
18082,Female,58.0,N/A,54,Divorced,Business Owner,5.7,A,Urban,28,66028,No,Bank App
18083,Female,30.0,1649101.0,28,Divorced,Banker,8.8,A,Rural,7,26468,No,Transfer
18084,Male,26.0,N/A,77,Widowed,Business Owner,7.1,C,Rural,29,37127,No,Cash
18085,Female,23.0,2780945.0,39,Divorced,Student,3.7,C,Suburban,21,40385,No,Transfer
18086,Female,44.0,4755141.0,57,Widowed,Banker,9.7,A,Urban,8,47543,Yes,Cash
18087,Female,59.0,243105.0,64,Divorced,Banker,7.1,C,Suburban,15,66765,Yes,Transfer
18088,Female,54.0,3903810.0,92,Single,Doctor,1.8,C,Urban,16,53539,Yes,Cash
18089,Female,56.0,,30,Divorced,Engineer,7.1,A,Rural,6,72190,Yes,POS
18090,Male,60.0,3191225.0,86,Divorced,Unemployed,9.1,B,Rural,30,80721,No,Bank App
18091,Male,41.0,7978328.0,50,Single,Doctor,5.0,B,Suburban,3,40860,No,POS
18092,Female,26.0,2270671.0,54,Divorced,Business Owner,7.4,A,Urban,15,15182,Yes,Bank App
18093,Female,59.0,2794064.0,23,Divorced,Student,1.9,B,Rural,28,73890,Yes,Bank App
18094,Male,28.0,2167310.0,18,Divorced,Lawyer,1.6,B,Suburban,27,45528,No,Cash
18095,Female,52.0,2667392.0,81,Married,Teacher,6.5,C,Rural,28,44696,No,POS
18096,Female,46.0,3938947.0,54,Single,Lawyer,4.3,B,Suburban,16,62715,Yes,Transfer
18097,Female,25.0,2451494.0,95,Divorced,Unemployed,4.9,B,Urban,29,47503,Yes,Transfer
18098,Female,34.0,1767065.0,28,Widowed,Student,3.4,C,Suburban,28,47845,Yes,Cash
18099,Female,24.0,612944.0,8,Widowed,Banker,4.8,B,Urban,5,49882,Yes,Bank App
18100,Female,29.0,2767081.0,32,Widowed,Lawyer,1.4,B,Rural,30,31096,Yes,POS
18101,Female,65.0,2970688.0,6,Single,Business Owner,1.5,B,Rural,18,34026,Yes,POS
18102,Female,32.0,2544801.0,72,Widowed,Doctor,4.7,A,Urban,26,70570,No,Cash
18103,Male,46.0,6336025.0,86,Divorced,Doctor,4.8,A,Rural,12,71009,No,POS
18104,Male,62.0,3973835.0,40,Married,Doctor,8.8,A,Rural,9,50780,No,Bank App
18105,Female,67.0,2194661.0,51,Divorced,Banker,3.6,B,Suburban,2,45450,Yes,Cash
18106,Female,67.0,4067061.0,47,Divorced,Unemployed,6.9,A,Urban,22,62847,Yes,Cash
18107,,41.0,4233351.0,95,Widowed,Banker,3.4,A,Rural,5,44409,No,Cash
18108,Female,54.0,2992433.0,70,Widowed,Doctor,3.4,A,Rural,28,53036,Yes,Transfer
